id,OCCUPATION_42,Sex,Insee_code,is_student,ACTIVITY_TYPE,household,credential,age_2018,target
24560,"csp_4_7","Male","31526",FALSE,"AT.1.2","ft1.1","dip1-6",52,"J"
24562,"csp_2_2","Female","31526",FALSE,"AT.1.1","ft1.2","dip1-3",69,"J"
24563,"csp_7_4","Male","31526",FALSE,"AT.2.1","ft4.4","dip1-9",76,"J"
24567,"csp_8_4","Male","31527",TRUE,"AT.2.2","ft2.0","dip1-8",24,"J"
24570,"csp_5_4","Female","31533",FALSE,"AT.1.1","ft4.1","dip1-3",43,"J"
24573,"csp_5_4","Male","31533",FALSE,"AT.1.1","ft3.2","dip1-3",50,"J"
24574,"csp_8_4","Female","31533",TRUE,"AT.2.2","ft4.1","dip1-2",18,"J"
24575,"csp_3_4","Female","31534",FALSE,"AT.1.1","ft4.1","dip1-9",48,"J"
24579,"csp_4_7","Male","31541",TRUE,"AT.1.1","ft3.1","dip1-6",25,"J"
24580,"csp_7_5","Female","31541",FALSE,"AT.2.1","ft4.4","dip1-6",67,"P"
24581,"csp_7_7","Male","31541",FALSE,"AT.2.1","ft4.4","dip1-4",65,"J"
24582,"csp_2_1","Male","31541",FALSE,"AT.1.1","ft1.1","dip1-3",45,"J"
24586,"csp_8_5","Female","31547",FALSE,"AT.2.4","ft4.4","dip1-1",54,"J"
24588,"csp_6_8","Male","31547",FALSE,"AT.1.2","ft4.3","dip1-3",38,"J"
24589,"csp_3_4","Female","31547",FALSE,"AT.1.1","ft4.1","dip1-4",65,"J"
24595,"csp_1_1","Female","31547",FALSE,"AT.1.1","ft4.1","dip1-3",51,"J"
24597,"csp_2_1","Male","31550",FALSE,"AT.1.1","ft4.1","dip1-3",50,"J"
24599,"csp_7_5","Female","31552",FALSE,"AT.2.1","ft4.4","dip1-6",75,"P"
24601,"csp_7_7","Female","31555",FALSE,"AT.2.1","ft1.2","dip1-3",65,"J"
24602,"csp_5_2","Female","31555",FALSE,"AT.1.1","ft4.3","dip2",41,"J"
24605,"csp_6_3","Female","31555",FALSE,"AT.1.1","ft4.3","dip1-3",55,"J"
24607,"csp_4_2","Female","31555",FALSE,"AT.1.1","ft4.1","dip1-8",46,"J"
24608,"csp_8_4","Male","31555",TRUE,"AT.2.2","ft3.1","dip1-4",23,"J"
24609,"csp_7_7","Female","31555",FALSE,"AT.2.1","ft1.2","dip1-2",95,"J"
24610,"csp_8_5","Female","31555",TRUE,"AT.2.5","ft4.2","dip1-3",37,"J"
24614,"csp_7_2","Female","31555",FALSE,"AT.2.1","ft4.4","dip1-1",78,"J"
24615,"csp_6_3","Male","31555",FALSE,"AT.1.1","ft4.1","dip1-3",25,"J"
24616,"csp_8_4","Female","31555",TRUE,"AT.2.2","ft4.1","dip1-2",17,"J"
24622,"csp_8_4","Male","31555",TRUE,"AT.2.2","ft4.1","dip1-2",18,"J"
24624,"csp_8_4","Female","31555",FALSE,"AT.2.2","ft4.1","dip1-2",18,"J"
24627,"csp_5_4","Female","31555",FALSE,"AT.1.1","ft4.3","dip1-1",68,"J"
24628,"csp_7_5","Female","31555",FALSE,"AT.2.1","ft1.2","dip1-1",69,"J"
24632,"csp_7_4","Male","31555",FALSE,"AT.2.1","ft1.1","dip1-8",69,"J"
24634,"csp_7_5","Female","31555",FALSE,"AT.2.1","ft4.4","dip1-4",82,"J"
24636,"csp_8_4","Female","31555",TRUE,"AT.2.2","ft4.1","dip3",16,"J"
24637,"csp_7_4","Male","31555",FALSE,"AT.2.1","ft1.1","dip1-4",78,"J"
24638,"csp_4_5","Female","31555",FALSE,"AT.1.1","ft4.1","dip1-8",48,"J"
24640,"csp_3_7","Female","31555",FALSE,"AT.1.1","ft1.2","dip1-8",28,"J"
24643,"csp_7_5","Male","31555",FALSE,"AT.2.1","ft4.4","dip1-8",63,"J"
24645,"csp_7_4","Male","31555",FALSE,"AT.2.1","ft4.4","dip1-4",62,"J"
24647,"csp_4_8","Female","31555",FALSE,"AT.1.1","ft4.1","dip1-5",47,"J"
24648,"csp_2_2","Female","31555",FALSE,"AT.1.2","ft4.4","dip1-6",38,"J"
24649,"csp_5_3","Male","31555",FALSE,"AT.1.1","ft4.1","dip1-7",62,"J"
24652,"csp_4_2","Female","31555",FALSE,"AT.1.1","ft4.1","dip1-7",59,"J"
24654,"csp_4_7","Male","31555",FALSE,"AT.1.1","ft4.1","dip1-6",53,"J"
24658,"csp_3_8","Female","31555",FALSE,"AT.1.1","ft3.2","dip1-7",54,"J"
24661,"csp_7_7","Female","31555",FALSE,"AT.2.1","ft1.2","dip1-3",76,"J"
24662,"csp_8_6","Female","31555",FALSE,"AT.2.1","ft1.2","dip1-3",88,"J"
24664,"csp_6_7","Male","31555",FALSE,"AT.1.1","ft1.1","dip1-4",47,"J"
24665,"csp_8_4","Female","31555",TRUE,"AT.2.2","ft4.1","dip1-2",17,"J"
24666,"csp_8_4","Female","31555",TRUE,"AT.2.2","ft4.1","dip1-1",15,"J"
24667,"csp_8_5","Female","31555",FALSE,"AT.2.5","ft4.2","dip1-6",44,"J"
24669,"csp_8_5","Male","31555",FALSE,"AT.2.5","ft4.2","dip1-2",21,"J"
24671,"csp_7_2","Male","31555",FALSE,"AT.2.1","ft3.2","dip1-7",70,"J"
24672,"csp_8_1","Male","31555",FALSE,"AT.1.2","ft4.1","dip1-8",29,"J"
24673,"csp_3_4","Female","31555",FALSE,"AT.1.1","ft4.1","dip1-9",46,"J"
24675,"csp_3_3","Male","31555",FALSE,"AT.1.1","ft4.1","dip1-7",45,"J"
24679,"csp_3_8","Male","31555",FALSE,"AT.1.1","ft4.1","dip1-8",39,"J"
24683,"csp_8_4","Female","31555",TRUE,"AT.2.2","ft4.1","dip1-6",25,"J"
24684,"csp_5_2","Female","31555",FALSE,"AT.1.1","ft4.1","dip1-3",46,"J"
24689,"csp_6_3","Male","31555",FALSE,"AT.1.1","ft3.1","dip1-3",30,"J"
24691,"csp_8_6","Female","31555",FALSE,"AT.2.4","ft4.4","dip1-8",60,"J"
24694,"csp_3_7","Male","31555",FALSE,"AT.1.1","ft4.2","dip1-8",41,"J"
24695,"csp_5_2","Male","31555",FALSE,"AT.1.1","ft1.1","dip1-1",60,"J"
24696,"csp_6_5","Male","31555",FALSE,"AT.1.2","ft4.4","dip1-3",33,"J"
24697,"csp_6_8","Female","31555",FALSE,"AT.1.1","ft4.3","dip1-2",54,"J"
24698,"csp_7_8","Female","31555",FALSE,"AT.2.1","ft4.4","dip2",75,"J"
24701,"csp_8_5","Female","31555",FALSE,"AT.2.4","ft4.4","dip1-3",50,"J"
24703,"csp_3_4","Female","31555",FALSE,"AT.1.1","ft1.2","dip1-8",28,"J"
24704,"csp_8_4","Female","31555",TRUE,"AT.2.2","ft4.1","dip1-2",20,"J"
24705,"csp_8_5","Female","31555",TRUE,"AT.2.2","ft4.1","dip3",15,"J"
24706,"csp_7_5","Female","31555",FALSE,"AT.2.1","ft4.1","dip1-2",94,"J"
24707,"csp_7_2","Male","31555",FALSE,"AT.2.1","ft4.4","dip1-3",66,"J"
24709,"csp_3_7","Male","31555",FALSE,"AT.1.1","ft2.0","dip1-6",33,"J"
24710,"csp_2_1","Male","31555",FALSE,"AT.1.1","ft4.1","dip1-3",47,"J"
24711,"csp_8_4","Male","31555",TRUE,"AT.2.2","ft3.1","dip1-2",17,"J"
24715,"csp_4_6","Male","31555",FALSE,"AT.1.2","ft4.1","dip1-7",22,"J"
24716,"csp_7_4","Female","31555",FALSE,"AT.2.1","ft4.4","dip1-6",66,"J"
24717,"csp_8_5","Female","31555",TRUE,"AT.2.2","ft4.1","dip3",16,"J"
24718,"csp_3_1","Female","31555",FALSE,"AT.1.1","ft4.1","dip1-8",37,"J"
24719,"csp_8_4","Female","31555",TRUE,"AT.2.2","ft4.1","dip1-2",18,"J"
24721,"csp_8_4","Female","31555",TRUE,"AT.2.2","ft4.1","dip1-2",20,"J"
24722,"csp_6_3","Male","31555",FALSE,"AT.1.1","ft4.1","dip1-3",48,"J"
24724,"csp_8_5","Female","31555",FALSE,"AT.2.5","ft1.2","dip1-7",32,"J"
24725,"csp_5_6","Female","31555",FALSE,"AT.1.2","ft4.2","dip1-4",42,"J"
24730,"csp_7_5","Female","31555",FALSE,"AT.2.1","ft4.1","dip1-2",86,"J"
24733,"csp_4_8","Male","31555",FALSE,"AT.1.1","ft4.1","dip1-3",54,"J"
24741,"csp_5_4","Female","31555",FALSE,"AT.1.1","ft2.0","dip1-6",26,"J"
24745,"csp_7_5","Male","31555",FALSE,"AT.2.1","ft4.3","dip1-4",72,"J"
24746,"csp_7_2","Female","31555",FALSE,"AT.2.1","ft4.1","dip1-7",77,"J"
24751,"csp_8_5","Female","31555",FALSE,"AT.2.5","ft4.2","dip1-5",39,"J"
24752,"csp_8_4","Female","31555",TRUE,"AT.2.2","ft1.2","dip1-4",22,"J"
24753,"csp_8_4","Male","31555",TRUE,"AT.2.2","ft4.1","dip1-2",18,"J"
24754,"csp_5_6","Male","31555",FALSE,"AT.1.1","ft4.1","dip1-4",56,"J"
24756,"csp_7_7","Male","31555",FALSE,"AT.2.1","ft4.4","dip1-4",70,"J"
24758,"csp_8_4","Male","31555",TRUE,"AT.2.2","ft4.1","dip1-2",17,"J"
24760,"csp_3_4","Male","31555",FALSE,"AT.1.1","ft4.1","dip1-8",39,"J"
24762,"csp_5_5","Female","31555",FALSE,"AT.1.1","ft4.3","dip3",48,"J"
24770,"csp_7_8","Male","31555",FALSE,"AT.2.1","ft4.4","dip1",78,"J"
24772,"csp_6_3","Male","31555",FALSE,"AT.1.1","ft4.1","dip1-5",25,"J"
24773,"csp_7_1","Female","31555",FALSE,"AT.2.1","ft4.4","dip1-4",66,"J"
24775,"csp_5_5","Female","31555",FALSE,"AT.1.2","ft4.2","dip1-3",37,"J"
24778,"csp_8_5","Female","31555",FALSE,"AT.2.4","ft4.2","dip1-6",51,"J"
24780,"csp_8_4","Female","31555",TRUE,"AT.2.2","ft4.1","dip1-1",18,"J"
24781,"csp_4_7","Female","31555",FALSE,"AT.1.1","ft4.1","dip1-6",32,"J"
24784,"csp_5_6","Female","31555",FALSE,"AT.1.1","ft1.2","dip1-3",58,"J"
24792,"csp_5_2","Female","31555",FALSE,"AT.1.1","ft1.2","dip2",57,"J"
24795,"csp_3_8","Male","31555",FALSE,"AT.1.1","ft4.1","dip1-8",29,"J"
24798,"csp_8_4","Female","31555",TRUE,"AT.2.2","ft4.1","dip1-4",18,"J"
24799,"csp_8_6","Female","31555",FALSE,"AT.2.1","ft1.2","dip1",81,"J"
24800,"csp_5_2","Female","31555",FALSE,"AT.1.2","ft3.2","dip3",44,"J"
24802,"csp_4_6","Female","31555",FALSE,"AT.1.1","ft4.1","dip1-6",61,"J"
24804,"csp_4_2","Male","31555",FALSE,"AT.1.1","ft4.1","dip1-2",61,"J"
24805,"csp_7_5","Female","31555",FALSE,"AT.2.1","ft4.4","dip1-2",72,"J"
24806,"csp_7_5","Male","31555",FALSE,"AT.2.1","ft4.4","dip1-1",79,"J"
24807,"csp_4_2","Female","31555",FALSE,"AT.1.1","ft4.1","dip1-7",31,"J"
24808,"csp_3_8","Female","31555",FALSE,"AT.1.1","ft4.1","dip1-8",36,"J"
24814,"csp_8_5","Female","31555",FALSE,"AT.2.4","ft4.4","dip3",36,"J"
24815,"csp_6_3","Male","31555",FALSE,"AT.1.1","ft4.2","dip1-5",24,"J"
24816,"csp_3_8","Male","31555",FALSE,"AT.1.1","ft4.1","dip1-8",54,"J"
24819,"csp_7_4","Male","31555",FALSE,"AT.2.1","ft4.4","dip1-6",74,"J"
24820,"csp_5_5","Male","31555",FALSE,"AT.1.1","ft1.1","dip1-6",30,"J"
24822,"csp_7_7","Female","31555",FALSE,"AT.2.1","ft4.4","dip1-3",87,"J"
24824,"csp_3_8","Male","31555",TRUE,"AT.1.1","ft1.1","dip1-7",26,"J"
24827,"csp_7_4","Male","31555",FALSE,"AT.2.1","ft4.4","dip1-8",76,"J"
24829,"csp_7_7","Female","31555",FALSE,"AT.2.1","ft3.2","dip1-3",81,"J"
24830,"csp_6_4","Male","31555",FALSE,"AT.1.1","ft1.1","dip1-2",60,"J"
24831,"csp_4_2","Male","31555",FALSE,"AT.1.1","ft4.1","dip1-7",48,"J"
24833,"csp_5_6","Female","31555",TRUE,"AT.1.1","ft1.2","dip1-4",25,"J"
24834,"csp_5_4","Male","31555",FALSE,"AT.1.1","ft3.2","dip1-6",29,"J"
24835,"csp_7_5","Male","31555",FALSE,"AT.2.1","ft4.4","dip1-2",69,"J"
24836,"csp_4_3","Female","31555",FALSE,"AT.1.1","ft4.1","dip1-7",48,"J"
24838,"csp_5_3","Male","31555",FALSE,"AT.1.1","ft1.1","dip1-5",46,"J"
24841,"csp_8_5","Female","31555",FALSE,"AT.2.5","ft1.2","dip1-6",52,"J"
24842,"csp_3_4","Male","31555",FALSE,"AT.1.1","ft4.1","dip1-9",56,"J"
24843,"csp_8_5","Female","31555",FALSE,"AT.2.4","ft4.2","dip3",57,"J"
24844,"csp_8_4","Male","31555",TRUE,"AT.2.2","ft2.0","dip1-4",22,"J"
24845,"csp_7_7","Male","31555",FALSE,"AT.2.1","ft4.4","dip1-1",73,"J"
24848,"csp_4_8","Male","31555",FALSE,"AT.1.1","ft2.0","dip1-7",36,"J"
24850,"csp_3_8","Male","31555",FALSE,"AT.1.2","ft4.3","dip1-8",32,"J"
24851,"csp_8_4","Female","31555",TRUE,"AT.2.2","ft4.1","dip1-2",19,"J"
24853,"csp_7_4","Male","31555",FALSE,"AT.2.1","ft4.4","dip1-8",84,"J"
24856,"csp_5_4","Female","31555",FALSE,"AT.1.1","ft4.1","dip1-6",46,"J"
24857,"csp_8_4","Male","31555",TRUE,"AT.2.2","ft4.4","dip1-5",22,"J"
24858,"csp_3_3","Female","31555",FALSE,"AT.1.1","ft4.1","dip1-8",40,"J"
24859,"csp_5_6","Female","31555",FALSE,"AT.1.2","ft3.2","dip3",49,"J"
24860,"csp_4_7","Female","31555",FALSE,"AT.1.1","ft4.1","dip1-5",57,"J"
24862,"csp_8_4","Male","31555",TRUE,"AT.2.2","ft1.1","dip1-4",24,"J"
24865,"csp_7_7","Female","31555",FALSE,"AT.2.1","ft1.2","dip1-3",81,"J"
24866,"csp_3_8","Male","31555",FALSE,"AT.1.1","ft4.1","dip1-8",27,"J"
24868,"csp_3_7","Male","31555",FALSE,"AT.1.1","ft4.1","dip1-8",40,"J"
24869,"csp_5_2","Female","31555",FALSE,"AT.1.1","ft4.1","dip1-3",51,"J"
24870,"csp_3_7","Female","31555",FALSE,"AT.1.1","ft3.2","dip1-3",54,"J"
24871,"csp_7_8","Male","31555",FALSE,"AT.2.1","ft4.4","dip1-1",74,"J"
24876,"csp_8_5","Male","31555",FALSE,"AT.2.5","ft3.1","dip1-3",49,"J"
24877,"csp_5_4","Female","31555",FALSE,"AT.1.1","ft4.1","dip1-8",32,"J"
24879,"csp_3_4","Female","31555",FALSE,"AT.1.1","ft4.1","dip1-9",51,"J"
24881,"csp_5_4","Female","31555",FALSE,"AT.1.1","ft4.1","dip1-6",41,"J"
24882,"csp_6_8","Male","31555",FALSE,"AT.1.1","ft1.1","dip1-3",43,"J"
24883,"csp_6_2","Male","31555",FALSE,"AT.1.1","ft1.1","dip1-3",27,"J"
24887,"csp_6_3","Male","31555",FALSE,"AT.1.1","ft4.2","dip3",44,"J"
24888,"csp_8_5","Female","31555",FALSE,"AT.2.4","ft4.2","dip1-9",52,"J"
24892,"csp_6_3","Male","31555",FALSE,"AT.1.2","ft1.1","dip1-5",46,"J"
24893,"csp_4_3","Female","31555",FALSE,"AT.1.1","ft1.2","dip1-6",32,"J"
24895,"csp_6_5","Female","31555",FALSE,"AT.1.1","ft2.0","dip1-3",55,"J"
24898,"csp_7_7","Male","31555",FALSE,"AT.2.1","ft1.1","dip1-3",68,"J"
24902,"csp_4_3","Female","31555",FALSE,"AT.1.1","ft3.2","dip1-7",52,"J"
24906,"csp_6_8","Male","31555",FALSE,"AT.1.1","ft4.1","dip1-3",27,"J"
24908,"csp_4_2","Female","31555",FALSE,"AT.1.1","ft2.0","dip1-4",28,"J"
24909,"csp_7_7","Female","31555",FALSE,"AT.2.1","ft1.2","dip1-3",69,"J"
24910,"csp_4_7","Male","31555",FALSE,"AT.1.1","ft3.2","dip1-6",28,"J"
24913,"csp_7_8","Female","31555",FALSE,"AT.2.1","ft4.4","dip1",65,"J"
24916,"csp_5_2","Female","31555",FALSE,"AT.1.1","ft4.3","dip1-3",40,"J"
24917,"csp_5_4","Female","31555",FALSE,"AT.1.1","ft4.1","dip1-4",56,"J"
24918,"csp_4_8","Female","31555",FALSE,"AT.1.2","ft4.2","dip1-3",54,"J"
24919,"csp_5_6","Female","31555",FALSE,"AT.1.2","ft4.2","dip1-3",48,"J"
24921,"csp_8_5","Male","31555",TRUE,"AT.2.2","ft4.1","dip3",15,"J"
24922,"csp_4_6","Female","31555",FALSE,"AT.1.1","ft4.1","dip1-7",40,"J"
24924,"csp_4_6","Female","31555",FALSE,"AT.1.1","ft4.1","dip1-8",37,"J"
24927,"csp_7_7","Female","31555",FALSE,"AT.2.1","ft4.4","dip1-6",73,"J"
24928,"csp_7_8","Male","31555",FALSE,"AT.2.1","ft4.4","dip1",85,"J"
24932,"csp_4_2","Female","31555",FALSE,"AT.1.1","ft4.1","dip1-7",54,"J"
24935,"csp_4_7","Male","31555",FALSE,"AT.1.1","ft4.1","dip1-6",25,"J"
24936,"csp_7_1","Male","31555",FALSE,"AT.2.1","ft1.1","dip1",90,"J"
24938,"csp_4_6","Female","31555",FALSE,"AT.1.1","ft3.2","dip1-6",53,"J"
24939,"csp_4_6","Male","31555",FALSE,"AT.1.1","ft4.2","dip1-6",38,"J"
24940,"csp_7_5","Female","31555",FALSE,"AT.2.1","ft4.2","dip1-9",65,"J"
24941,"csp_8_1","Male","31555",FALSE,"AT.1.2","ft3.2","dip3",18,"J"
24942,"csp_8_5","Female","31555",TRUE,"AT.2.2","ft4.4","dip3",16,"J"
24943,"csp_7_7","Male","31555",FALSE,"AT.2.1","ft4.4","dip1-2",63,"J"
24944,"csp_7_4","Female","31555",FALSE,"AT.2.1","ft4.2","dip1-8",62,"J"
24948,"csp_5_5","Male","31555",FALSE,"AT.1.1","ft4.1","dip1-3",50,"J"
24951,"csp_5_6","Male","31555",FALSE,"AT.1.1","ft1.1","dip1-5",39,"J"
24953,"csp_7_7","Male","31555",FALSE,"AT.2.1","ft4.4","dip1-5",75,"J"
24954,"csp_4_2","Female","31555",FALSE,"AT.1.2","ft4.2","dip1-7",48,"J"
24955,"csp_6_7","Female","31555",FALSE,"AT.1.1","ft4.1","dip1-5",50,"J"
24957,"csp_8_1","Male","31555",TRUE,"AT.1.2","ft3.2","dip1-6",27,"J"
24959,"csp_8_4","Female","31555",TRUE,"AT.2.2","ft4.1","dip1-5",22,"J"
24963,"csp_8_5","Female","31555",FALSE,"AT.2.5","ft4.4","dip1-3",41,"J"
24970,"csp_7_5","Male","31555",FALSE,"AT.2.1","ft4.4","dip1-1",89,"J"
24971,"csp_5_4","Female","31555",FALSE,"AT.1.1","ft3.2","dip1-6",57,"P"
24973,"csp_3_3","Female","31555",FALSE,"AT.1.1","ft4.1","dip1-4",52,"J"
24974,"csp_6_2","Male","31555",TRUE,"AT.1.1","ft1.1","dip1-5",24,"J"
24980,"csp_4_8","Male","31555",FALSE,"AT.1.1","ft4.2","dip3",35,"J"
24981,"csp_7_7","Female","31555",FALSE,"AT.2.1","ft1.2","dip1-1",98,"J"
24989,"csp_3_3","Female","31555",FALSE,"AT.1.1","ft4.4","dip3",47,"J"
24990,"csp_7_8","Male","31555",FALSE,"AT.2.1","ft4.4","dip1-4",62,"J"
24991,"csp_5_6","Male","31555",TRUE,"AT.1.1","ft1.1","dip1-7",22,"J"
24992,"csp_5_5","Male","31555",FALSE,"AT.1.1","ft4.1","dip1-6",49,"J"
24995,"csp_8_4","Female","31555",TRUE,"AT.2.2","ft4.2","dip1-2",22,"J"
24998,"csp_8_6","Male","31555",FALSE,"AT.2.5","ft1.1","dip1-3",61,"J"
25001,"csp_8_5","Male","31555",FALSE,"AT.2.5","ft4.4","dip1-4",44,"J"
25004,"csp_8_4","Female","31555",TRUE,"AT.2.2","ft4.1","dip1-3",15,"J"
25007,"csp_8_4","Male","31555",TRUE,"AT.2.2","ft1.1","dip1-4",21,"J"
25010,"csp_3_8","Male","31555",FALSE,"AT.1.1","ft4.1","dip1-4",63,"J"
25012,"csp_5_4","Male","31555",FALSE,"AT.1.1","ft4.2","dip1-4",41,"J"
25013,"csp_2_2","Male","31555",FALSE,"AT.1.1","ft4.1","dip1-3",48,"J"
25014,"csp_7_7","Female","31555",FALSE,"AT.2.1","ft1.2","dip1-3",70,"J"
25021,"csp_3_7","Female","31555",FALSE,"AT.1.1","ft4.1","dip1-8",45,"J"
25022,"csp_4_3","Female","31555",FALSE,"AT.1.1","ft4.1","dip1-7",29,"J"
25024,"csp_5_5","Female","31555",FALSE,"AT.1.1","ft4.1","dip1-8",26,"J"
25025,"csp_8_5","Female","31555",TRUE,"AT.2.5","ft3.2","dip1-3",21,"J"
25027,"csp_8_4","Male","31555",TRUE,"AT.2.2","ft2.0","dip1-7",25,"J"
25029,"csp_5_5","Female","31555",FALSE,"AT.1.1","ft4.3","dip2",48,"J"
25030,"csp_3_1","Female","31555",FALSE,"AT.1.1","ft4.1","dip1-9",46,"J"
25034,"csp_7_7","Female","31555",FALSE,"AT.2.1","ft4.4","dip1-6",71,"J"
25035,"csp_4_7","Male","31555",FALSE,"AT.1.1","ft4.1","dip1-7",55,"J"
25037,"csp_7_7","Female","31555",FALSE,"AT.2.1","ft4.4","dip1-3",84,"J"
25039,"csp_5_2","Female","31555",FALSE,"AT.1.1","ft1.2","dip1-6",44,"J"
25041,"csp_7_5","Male","31555",FALSE,"AT.2.1","ft4.4","dip1-4",75,"J"
25043,"csp_3_7","Male","31555",FALSE,"AT.1.2","ft4.3","dip1-8",42,"J"
25045,"csp_5_4","Female","31555",TRUE,"AT.1.1","ft2.0","dip1-6",21,"J"
25046,"csp_7_8","Male","31555",FALSE,"AT.2.1","ft1.1","dip2",86,"J"
25050,"csp_7_2","Male","31555",FALSE,"AT.2.1","ft4.4","dip1-1",77,"J"
25051,"csp_7_2","Male","31555",FALSE,"AT.2.1","ft4.4","dip1-3",82,"J"
25053,"csp_7_8","Male","31555",FALSE,"AT.2.1","ft2.0","dip1",86,"J"
25054,"csp_6_5","Male","31555",FALSE,"AT.1.1","ft1.1","dip3",54,"J"
25055,"csp_7_4","Male","31555",FALSE,"AT.2.1","ft4.4","dip1-8",74,"J"
25056,"csp_3_8","Male","31555",TRUE,"AT.1.1","ft1.1","dip1-6",25,"J"
25057,"csp_8_4","Male","31555",TRUE,"AT.2.2","ft1.1","dip1-4",18,"J"
25058,"csp_7_2","Male","31555",FALSE,"AT.2.1","ft4.3","dip1-1",73,"J"
25060,"csp_7_8","Male","31555",FALSE,"AT.2.1","ft4.4","dip3",89,"J"
25062,"csp_5_6","Female","31555",FALSE,"AT.1.1","ft4.1","dip1-5",28,"P"
25063,"csp_5_2","Female","31555",FALSE,"AT.1.1","ft4.1","dip1-3",57,"J"
25065,"csp_8_5","Female","31555",FALSE,"AT.2.5","ft4.2","dip1-6",44,"J"
25066,"csp_4_3","Female","31555",FALSE,"AT.1.1","ft1.2","dip1-7",30,"J"
25067,"csp_8_4","Male","31555",TRUE,"AT.2.2","ft1.1","dip1-4",21,"J"
25068,"csp_4_6","Female","31555",FALSE,"AT.1.2","ft2.0","dip3",42,"J"
25069,"csp_4_6","Female","31555",FALSE,"AT.1.1","ft1.2","dip1-1",59,"J"
25072,"csp_6_4","Female","31555",FALSE,"AT.1.1","ft3.2","dip1-4",30,"J"
25073,"csp_7_4","Male","31555",FALSE,"AT.2.1","ft3.1","dip1-4",63,"J"
25074,"csp_7_7","Female","31555",FALSE,"AT.2.1","ft4.4","dip1-4",67,"J"
25077,"csp_4_2","Female","31555",FALSE,"AT.1.1","ft4.1","dip1-7",35,"J"
25079,"csp_7_7","Female","31555",FALSE,"AT.2.1","ft4.4","dip1-1",77,"J"
25080,"csp_1_2","Male","31555",FALSE,"AT.1.1","ft1.1","dip1-3",61,"J"
25081,"csp_8_5","Female","31555",FALSE,"AT.2.4","ft3.2","dip1-6",46,"J"
25082,"csp_7_7","Female","31555",FALSE,"AT.2.1","ft4.4","dip1-3",66,"J"
25083,"csp_5_4","Female","31555",FALSE,"AT.1.1","ft2.0","dip1-6",33,"J"
25084,"csp_4_3","Female","31555",FALSE,"AT.1.1","ft4.1","dip1-8",31,"J"
25089,"csp_6_2","Male","31555",FALSE,"AT.1.1","ft4.1","dip1-3",58,"J"
25091,"csp_5_5","Female","31555",FALSE,"AT.1.1","ft1.2","dip1-3",34,"J"
25094,"csp_4_3","Female","31555",FALSE,"AT.1.1","ft4.1","dip3",42,"J"
25096,"csp_4_3","Female","31555",FALSE,"AT.1.1","ft4.1","dip1-7",26,"J"
25099,"csp_5_4","Female","31555",FALSE,"AT.1.1","ft4.1","dip1-2",49,"J"
25102,"csp_3_3","Male","31555",FALSE,"AT.1.1","ft1.1","dip1-4",63,"J"
25103,"csp_3_5","Female","31555",FALSE,"AT.1.1","ft4.1","dip1-6",47,"J"
25104,"csp_3_7","Female","31555",FALSE,"AT.1.1","ft4.1","dip1-8",43,"J"
25107,"csp_8_5","Female","31555",TRUE,"AT.2.2","ft3.2","dip3",15,"J"
25108,"csp_8_4","Female","31555",TRUE,"AT.2.2","ft1.2","dip1-5",22,"J"
25113,"csp_8_4","Male","31555",TRUE,"AT.2.2","ft3.2","dip1-5",19,"J"
25114,"csp_7_8","Male","31555",FALSE,"AT.2.1","ft4.3","dip1-1",66,"J"
25117,"csp_8_5","Male","31555",FALSE,"AT.2.5","ft4.3","dip1-6",59,"J"
25118,"csp_6_4","Male","31555",FALSE,"AT.1.1","ft4.1","dip1-4",48,"J"
25119,"csp_2_1","Male","31555",FALSE,"AT.1.1","ft4.2","dip1-7",56,"J"
25120,"csp_7_4","Male","31555",FALSE,"AT.2.1","ft4.4","dip1-3",71,"J"
25125,"csp_5_6","Female","31555",FALSE,"AT.1.1","ft3.2","dip1-3",30,"P"
25130,"csp_5_5","Female","31555",FALSE,"AT.1.1","ft4.1","dip1-7",37,"J"
25133,"csp_8_6","Female","31555",FALSE,"AT.2.4","ft1.2","dip1-3",89,"J"
25134,"csp_4_7","Male","31555",FALSE,"AT.1.1","ft4.2","dip3",62,"J"
25138,"csp_5_2","Female","31555",FALSE,"AT.1.1","ft4.1","dip1-4",40,"J"
25140,"csp_2_2","Male","31555",FALSE,"AT.1.1","ft4.1","dip1-6",47,"J"
25142,"csp_4_3","Female","31555",FALSE,"AT.1.1","ft1.2","dip1-7",61,"J"
25144,"csp_7_4","Female","31555",FALSE,"AT.2.1","ft4.4","dip1-4",73,"J"
25146,"csp_4_6","Female","31555",FALSE,"AT.1.1","ft1.2","dip1-8",31,"J"
25148,"csp_3_8","Female","31555",FALSE,"AT.1.1","ft4.1","dip1-8",34,"J"
25151,"csp_7_5","Female","31555",FALSE,"AT.2.1","ft1.2","dip1-7",79,"J"
25152,"csp_3_8","Male","31555",FALSE,"AT.1.1","ft4.1","dip1-2",58,"J"
25155,"csp_4_7","Female","31555",FALSE,"AT.1.1","ft1.2","dip1-7",46,"J"
25157,"csp_7_8","Male","31555",FALSE,"AT.2.1","ft4.3","dip1-1",69,"J"
25158,"csp_3_7","Female","31555",FALSE,"AT.1.1","ft4.1","dip1-8",35,"J"
25159,"csp_8_6","Male","31555",FALSE,"AT.2.5","ft1.1","dip1-6",67,"J"
