id,ECO_SECT,Before_dep,job_dep,Job_desc,type_of_contract,Labor_force_status,WORK_CONDITION,employer_type,Working_hours,EMPLOYEE_COUNT
15420,"KZ","30","30","542a","CDI","O","C","ct_9",696,"tr_1"
15421,"CI","19","19","473b","CDI","O","C","ct_9",1788,"tr_6"
15425,"CM","24","56","385a","CDI","O","C","ct_9",1669,"tr_6"
15426,"CH","71","71","623f","CDI","O","C","ct_9",1489,"tr_1"
15446,"HZ","91","91","372a","CDI","O","P","ct_9",1784,"tr_4"
15456,"PZ","91","91","423a","CDI","O","C","ct_9",475,"tr_1"
15461,"GZ","54","54","634a","CDI","O","C","ct_9",1773,"tr_0"
15463,"CF","27","27","475b","CDI","O","C","ct_9",1987,"tr_6"
15478,"QA","60","95","543b","CDI","O","C","ct_9",397,"tr_5"
15484,"QB","12","12","526a","CDI","O","C","ct_8",1820,"tr_3"
15485,"GZ","75","60","463e","CDI","O","C","ct_9",1283,"tr_1"
15489,"NZ","56","56","684a","CDI","O","C","ct_9",1847,"tr_5"
15490,"GZ","68","68","551a","CDI","O","C","ct_9",1862,"tr_5"
15491,"PZ","37","37","423b","CDI","O","C","ct_8",1720,"tr_2"
15492,"HZ","35","35","546c","CDI","O","C","ct_9",691,"tr_4"
15515,"PZ","33","31","461b","CDI","O","C","ct_1",1820,"tr_5"
15517,"FZ","13","13","632g","CDI","O","C","ct_9",1668,"tr_1"
15524,"PZ","29","29","525b","CDI","O","P","ct_8",1630,"tr_5"
15530,"QA","78","78","431e","CDI","O","P","ct_3",910,"tr_6"
15535,"QB","26","26","685a","CDI","O","C","ct_8",1058,"tr_0"
15538,"NZ","62","62","652a","CDI","O","C","ct_9",1820,"tr_4"
15551,"NZ","75","93","534a","CDI","O","C","ct_9",1609,"tr_5"
15556,"QA","39","39","542a","CDI","O","P","ct_9",1040,"tr_1"
15557,"OZ","94","75","333e","CDI","O","C","ct_1",1820,"tr_6"
15558,"CH","79","79","674d","CDI","O","C","ct_9",1658,"tr_6"
15569,"QB","85","85","563a","CDI","O","N","ct_7",1494,"tr_0"
15573,"HZ","67","67","643a","CDI","O","P","ct_9",489,"tr_3"
15580,"MC","67","67","388c","CDI","O","C","ct_9",1820,"tr_6"
15583,"JA","93","92","373c","CDI","O","P","ct_9",590,"tr_3"
15601,"CJ","45","45","673c","CDI","O","C","ct_9",1083,"tr_4"
15620,"NZ","26","26","676e","AUT","X","C","ct_9",1786,"tr_3"
15627,"MA","88","88","543b","CDI","O","C","ct_8",1820,"tr_4"
15628,"OZ","61","61","524c","CDI","O","N",NA,277,NA
15641,"FZ",NA,NA,"634b","CDI","O","C","ct_9",1040,"tr_1"
15649,"CH","38","38","385b","CDI","O","C","ct_9",1621,"tr_5"
15651,"HZ","14","14","652a","CDI","O","C","ct_9",1867,"tr_5"
15655,"FZ","33","33","481b","CDI","O","P","ct_9",595,"tr_1"
15656,"QA","62","62","526b","CDI","O","C","ct_9",1479,"tr_1"
15658,"PZ","37","45","423b","CDI","O","C","ct_8",1060,"tr_2"
15673,"MA","76","92","478a","CDI","O","C","ct_9",400,"tr_6"
15680,"PZ","17","17","422e","CDI","O","P",NA,174,NA
15684,"QA","94","93","433a","AUT","O","C","ct_3",455,"tr_6"
15693,"QB","62","62","525d","CDI","O","C","ct_9",1844,"tr_4"
15694,"NZ","2A","2A","534a","CDI","O","P",NA,152,"tr_1"
15705,"PZ","59","59","421b","CDI","O","C","ct_8",1820,"tr_3"
15709,"QA","31","31","632k","AUT","O","P","ct_3",2276,"tr_6"
15724,"QB","90","90","526a","CDI","O","P","ct_8",1556,"tr_0"
15735,"OZ","94","92","524b","CDI","O","C","ct_1",1820,"tr_4"
15738,"QB","34","34","526d","CDI","O","C","ct_8",1820,"tr_3"
15750,"CG","28","28","628g","CDI","O","C","ct_9",1551,"tr_4"
15751,"SZ","14","95","435b","CDI","O","C","ct_8",1671,"tr_3"
15752,"GZ","41","41","462b","CDI","O","C","ct_9",1589,"tr_2"
15769,"GZ","59","59","543g","CDI","O","C","ct_9",1748,"tr_1"
15775,"LZ","94","75","376g","CDI","O","C","ct_9",1912,"tr_6"
15780,"NZ","36","23","676e","TTP","O","C","ct_9",290,"tr_1"
15785,"CC","36","36","676e","CDI","O","C","ct_9",1872,"tr_5"
15788,"CK","16","16","624e","CDI","O","C","ct_9",1854,"tr_2"
15794,"GZ","59","59","684a","CDI","O","P","ct_9",442,"tr_1"
15807,"IZ","94","94","488a","CDI","O","C","ct_9",796,"tr_5"
15809,"SZ","27","76","435b","CDI","O","C",NA,126,NA
15832,"CA","91","91","485b","CDI","O","C","ct_9",800,"tr_6"
15834,"QB","13","13","525d","CDI","O","C","ct_8",1842,"tr_4"
15837,"QA","68","68","433a","CDI","O","P","ct_8",407,"tr_6"
15843,"QB","43","43","525d","CDI","O","C","ct_8",910,"tr_3"
15844,"SZ","03","03","563b","CDI","O","P",NA,569,NA
15845,"KZ","33","33","542a","CDI","O","C","ct_9",2000,"tr_1"
15848,"OZ","63","63","333e","CDI","O","C","ct_1",1820,"tr_6"
15854,"QA","18","18","526a","CDI","O","C","ct_9",1541,"tr_4"
15860,"QB","77","77","563a","CDI","O","N","ct_7",2009,"tr_0"
15874,"QA","80","80","431f","CDI","O","P","ct_9",1274,"tr_5"
15886,"DZ","31","31","543f","CDI","O","C","ct_9",1829,"tr_4"
15897,"OZ","69","69","545d","CDI","O","C","ct_8",1865,"tr_6"
15898,"GZ","13","13","554a","CDI","O","C","ct_9",1820,"tr_6"
15912,"MA","92","75","543g","CDI","O","C","ct_9",1917,"tr_6"
15913,"FZ","95","95","634b","CDI","O","C","ct_9",1623,"tr_1"
15918,"NZ","21","89","684a","CDI","O","P","ct_9",465,"tr_4"
15920,"GZ","93","93","477b","CDI","O","C","ct_9",1406,"tr_3"
15930,"JA","13","13","388a","CDI","O","C","ct_9",1788,"tr_4"
15934,"CK","28","28","676e","CDI","O","C","ct_9",884,"tr_5"
15944,"FZ","44","44","472c","CDI","O","C","ct_9",1820,"tr_5"
15953,"OZ","94","75","333e","CDI","O","C","ct_1",1820,"tr_6"
15955,"MA","56","56","387f","CDI","O","C","ct_9",1512,"tr_2"
15956,"MB","57","57","451e","CDI","O","C","ct_1",2010,"tr_5"
15967,"NZ","36","36","541d","CDI","O","C","ct_9",678,"tr_6"
15971,"LZ","68","68","564a","CDI","O","P","ct_9",1320,"tr_1"
15972,"FZ","05","05","681a","CDI","O","C","ct_9",1820,"tr_1"
15974,"TZ","64","40","563c","CDI","O","P",NA,173,NA
15976,"GZ","35","35","684a","CDI","O","P","ct_9",835,"tr_2"
15986,"FZ","57","67","621c","CDI","O","C","ct_9",192,"tr_3"
16006,"QA","33","33","344a","CDI","O","P","ct_8",347,"tr_6"
16013,"QB","93","93","676e","CDI","O","C","ct_8",608,"tr_4"
16017,"PZ","76","76","543g","CDI","O","C","ct_8",1820,"tr_4"
16026,"CH","51","10","623e","CDI","O","C","ct_9",700,"tr_1"
16029,"PZ","67","67","543b","CDI","O","C","ct_8",1820,"tr_5"
16035,"FZ","75","92","632a","CDI","O","C","ct_9",1668,"tr_5"
16039,"QB","13","13","636d","CDI","O","C","ct_9",142,"tr_3"
16041,"CH","90","25","623e","CDI","O","C","ct_9",831,"tr_1"
16044,"QB",NA,NA,"524c","AUT","X","P","ct_2",646,"tr_6"
16048,"CM","13","13","628e","CDI","O","C","ct_9",1373,"tr_4"
16053,"FZ","06","06","632a","CDI","O","C","ct_9",1700,"tr_1"
16055,"FZ","34","34","676c","CDI","O","C","ct_9",246,"tr_1"
16066,"HZ","35","35","641a","CDI","O","C","ct_9",1776,"tr_3"
16069,"NZ","37","37","543g","CDI","O","C","ct_9",1041,"tr_6"
16076,"FZ","45","45","632a","CDI","O","C","ct_9",1610,"tr_3"
16077,"MA","33","33","542a","CDI","O","C","ct_9",1258,"tr_4"
16088,"OZ","33","33","461f","CDI","O","C","ct_1",1820,"tr_4"
16099,"NZ","03","03","641a","TOA","O","C",NA,148,"tr_1"
16107,"CG","78","78","625c","CDI","O","C","ct_9",301,"tr_3"
16116,"NZ","49","49","653a","CDI","O","C","ct_9",1571,"tr_6"
16118,"QA","95","93","526a","CDI","O","C","ct_9",1098,"tr_6"
16125,"LZ","60","60","564a","CDI","O","C","ct_5",1820,"tr_5"
16126,"RZ","47","47","564b","CDD","O","P","ct_8",491,"tr_2"
16137,"NZ","94","94","684a","CDI","O","P","ct_9",161,"tr_6"
16148,"QA","91","91","451h","CDI","O","C","ct_3",1829,"tr_6"
16149,"FZ","06","06","671c","CDI","O","C","ct_9",1761,"tr_1"
16151,"TZ","76","76","563c","CDI","O","C",NA,248,NA
16156,"MA","69","69","383a","CDI","O","C","ct_9",1845,"tr_2"
16162,"GZ","77","91","543g","CDI","O","C","ct_9",1680,"tr_4"
16164,"QA","16","16","451h","CDI","O","C","ct_3",1820,"tr_6"
16174,"LZ","78","75","461f","CDI","O","C","ct_9",910,"tr_4"
16184,"NZ","02","02","691a","CDI","O","C","ct_8",1632,"tr_1"
16195,"QB","47","47","434e","CDI","O","P","ct_8",914,"tr_2"
16199,"QB","59","59","685a","CDI","O","C","ct_8",1820,"tr_5"
16201,"MB","77","75","451e","CDI","O","C","ct_1",1820,"tr_5"
16208,"NZ","93","92","534a","CDI","O","C","ct_9",1849,"tr_6"
16210,"CL","79","79","623g","CDI","O","C","ct_9",1780,"tr_5"
16211,"OZ","25","25","472d","AUT","O","C","ct_2",1820,"tr_4"
16217,"QB","71","69","526a","CDI","O","C","ct_8",1820,"tr_3"
16227,"PZ","92","75","421b","CDI","O","C","ct_8",1820,"tr_4"
16236,"PZ","93","93","525b","CDI","O","C","ct_8",1123,"tr_3"
16240,"PZ","31","31","525b","CDI","O","C","ct_8",1813,"tr_5"
16241,"QA","13","13","526a","CDI","O","C","ct_9",1669,"tr_6"
16251,"PZ","44","44","421b","CDI","O","C","ct_8",1820,"tr_3"
16254,"NZ","59","78","388a","CDI","O","C","ct_9",1820,"tr_1"
16261,"HZ","29","29","641b","CDI","O","P","ct_9",1245,"tr_3"
16266,"QB","44","44","563a","CDI","O","C",NA,456,NA
16268,"CC","21","21","675b","CDI","O","C","ct_9",1844,"tr_3"
16287,"CL","61","61","474c","CDI","O","C","ct_9",1822,"tr_6"
16289,"QB","81","81","563b","CDI","O","P","ct_8",1129,"tr_1"
16294,"GZ","85","85","643a","CDI","O","P","ct_9",803,"tr_4"
16305,"QB","29","29","431f","CDI","O","C","ct_8",1820,"tr_4"
16308,"TZ","13","13","563a","CDI","O","C",NA,290,NA
16312,"QA","69","69","526a","AUT","O","C","ct_3",194,"tr_6"
16313,"JA","75","75","386e","CDI","O","C","ct_9",2028,"tr_1"
16315,"NZ","53","53","684a","CDI","O","C","ct_9",747,"tr_5"
16322,"SZ","59","62","675a","CDI","O","C","ct_8",1757,"tr_3"
16337,"QA","84","84","525d","CDI","O","C","ct_8",1820,"tr_6"
16348,"QB","59","59","311d","CDI","O","P","ct_8",3000,"tr_3"
16351,"OZ",NA,NA,"621f","CDI","O","C","ct_2",1820,"tr_6"
16354,"HZ","13","13","451a","CDI","O","C","ct_9",1820,"tr_3"
16361,"FZ","34","34","542a","CDI","O","C","ct_9",1449,"tr_3"
16365,"RZ","12","12","542a","CDI","O","P","ct_8",1427,"tr_1"
16371,"CH","21","21","461b","CDI","O","C","ct_9",1744,"tr_1"
16375,"PZ",NA,NA,"525b","CDI","O","P","ct_8",1014,"tr_4"
16386,"QB","24","24","432d","CDI","O","C","ct_8",1821,"tr_4"
16391,"NZ","33","33","691d","TOA","O","C","ct_8",1640,"tr_1"
16395,"QB","73","73","525d","CDI","O","P","ct_9",2642,"tr_4"
16403,"SZ","50","50","461f","CDI","O","C","ct_4",2391,"tr_3"
16404,"QA",NA,NA,"431f","CDI","O","C","ct_8",1820,"tr_2"
16407,"QB","26","26","525d","CDI","O","P","ct_8",960,"tr_4"
16410,"OZ","91","91","533a","AUT","O","C","ct_2",1820,"tr_6"
16412,"CA","86","86","554a","CDI","O","C","ct_9",2402,"tr_1"
16415,"RZ","27","76","435b","CDI","O","N","ct_8",871,"tr_3"
16416,"MA",NA,NA,"543g","CDI","O","C","ct_9",1942,"tr_2"
16419,"LZ","64","64","463e","CDI","O","N","ct_9",1820,"tr_2"
16421,"NZ","95","78","534a","CDI","O","C","ct_9",1832,"tr_6"
16425,"HZ",NA,NA,"655a","CDI","O","C","ct_9",2117,"tr_5"
16426,"CF","84","13","625f","CDI","O","C","ct_9",1820,"tr_1"
16436,"QB","61","61","676e","AUT","X","P","ct_8",348,"tr_5"
16441,"QB","56","56","563a","AUT","O","P","ct_2",753,"tr_6"
16448,"QB","59","59","563a","CDI","O","N","ct_7",864,"tr_1"
16479,"HZ","35","35","526e","CDI","O","C","ct_9",1599,"tr_2"
16484,"TZ","79","49","563c","CDI","O","C",NA,147,NA
16489,"KZ","76","76","684a","CDI","O","P","ct_6",1769,"tr_1"
16496,"QB","60","60","637d","CDI","O","P","ct_8",910,"tr_3"
16510,"QA","85","85","433a","CDI","O","C","ct_9",1394,"tr_3"
16521,"KZ","34","34","467a","CDI","O","P","ct_9",1390,"tr_6"
16527,"GZ","06","06","462b","CDI","O","C","ct_9",1869,"tr_5"
16547,"CH","03","03","388b","CDI","O","C","ct_9",1743,"tr_6"
16549,"FZ","41","45","621b","CDI","O","C","ct_9",1583,"tr_0"
16565,"IZ","94","75","636d","CDI","O","C","ct_9",422,"tr_1"
16580,"SZ",NA,NA,"563c","CDI","O","C",NA,471,NA
16591,"GZ","50","50","462b","CDI","O","C","ct_9",2148,"tr_3"
16596,"PZ",NA,NA,"525a","CDI","O","P","ct_8",1323,"tr_3"
16606,"GZ","13","13","552a","CDD","O","P","ct_9",715,"tr_4"
16612,"SZ","24","24","543f","CDI","O","C","ct_8",2200,"tr_1"
16614,"CA","70","70","674c","CDI","O","C","ct_9",519,"tr_5"
16629,"RZ","54","54","564b","CDI","O","P","ct_8",1123,"tr_5"
16631,"GZ","06","06","462d","CDI","O","C","ct_9",941,"tr_1"
16636,"PZ","71","71","423b","CDI","O","C","ct_8",1440,"tr_5"
16645,"QB","36","36","525d","CDI","O","C","ct_8",1820,"tr_4"
16657,"GZ","75","75","553b","CDI","O","P","ct_9",979,"tr_6"
16665,"QA","87","87","685a","CDI","O","C",NA,537,NA
16671,"CG","74","74","676c","CDI","O","C","ct_9",1964,"tr_3"
16675,"MC","92","92","373c","CDI","O","C","ct_9",902,"tr_1"
16677,"OZ","42","69","525b","AUT","O","C","ct_2",1820,"tr_6"
16681,"NZ","74","74","676e","CDI","O","P","ct_8",907,"tr_3"
16683,"CA","44","44","674c","CDI","O","C","ct_9",525,"tr_5"
16693,"NZ","93","93","534a","CDI","O","C","ct_9",2547,"tr_6"
16711,"PZ","26","26","422b","AUT","O","C","ct_1",1820,"tr_5"
16724,"MC","30","34","643a","CDI","O","P",NA,296,NA
16734,"QB","80","80","434f","CDI","O","C","ct_8",875,"tr_3"
16742,"QA","62","62","526b","CDI","O","C","ct_9",1479,"tr_1"
16748,"HZ","59","59","542a","CDI","X","P","ct_9",360,"tr_1"
16760,"CI","08","08","672a","CDI","O","C","ct_9",1711,"tr_6"
16763,"GZ",NA,"66","634a","CDI","O","C","ct_9",1499,"tr_1"
16769,"CF","69","69","475b","CDI","O","P","ct_9",1548,"tr_6"
16777,"PZ","44","44","431f","CDI","O","P","ct_8",1340,"tr_4"
16788,"QB","17","17","621f","AUT","O","C","ct_2",1820,"tr_6"
16794,"NZ","84","84","691e","TOA","O","C","ct_8",901,"tr_3"
16796,"QB","17","17","525d","CDI","O","C","ct_8",1972,"tr_4"
16799,"CA","67","67","554a","CDI","O","P","ct_9",505,"tr_2"
16801,"OZ","91","91","461f","CDI","O","C","ct_8",2013,"tr_5"
16806,"IZ","40","40","636d","AUT","X","C","ct_9",766,"tr_1"
16808,"QB","57","57","525d","CDI","O","C","ct_8",455,"tr_3"
16814,"BZ","33","17","641a","CDI","O","C","ct_9",2028,"tr_2"
16818,"QB","56","56","563a","CDI","O","N","ct_7",1454,"tr_1"
16827,"OZ","58","58","525c","AUT","X","P","ct_2",1352,"tr_5"
16852,"HZ","06","06","451a","CDI","O","P","ct_9",1062,"tr_3"
16860,"IZ","06","06","561c","CDI","O","C","ct_9",950,"tr_1"
16864,"FZ","85","85","632g","CDI","O","C","ct_9",1588,"tr_1"
16867,"GZ","38","38","552a","CDI","O","P","ct_9",910,"tr_5"
16873,"FZ","32","32","632j","CDI","O","C","ct_9",1666,"tr_1"
16877,"KZ","76","76","467a","CDI","O","C","ct_9",1517,"tr_1"
16899,"OZ",NA,NA,"621f","AUT","O","C","ct_2",1820,"tr_6"
16912,"GZ","75","93","653a","CDI","O","P","ct_9",700,"tr_6"
16915,"PZ","75","75","341a","CDI","O","C","ct_8",2082,"tr_4"
16917,"QA","11","11","525d","CDI","O","C","ct_3",1820,"tr_5"
16926,"JA","92","75","352a","CDI","O","C","ct_9",1820,"tr_6"
16930,"CA","59","59","625f","CDI","O","C","ct_9",405,"tr_4"
16947,"LZ","33","33","472d","CDI","O","C","ct_9",206,"tr_5"
16953,"QB","65","65","526d","CDI","O","C","ct_8",1788,"tr_4"
16957,"QB","65","65","563b","CDI","O","P","ct_8",477,"tr_3"
16958,"CA","17","16","627d","CDI","O","P","ct_9",759,"tr_5"
16981,"QA","82","82","525d","CDI","O","C","ct_9",1571,"tr_5"
16989,"HZ","60","75","466b","CDI","O","C","ct_9",1473,"tr_1"
16990,"FZ","37","37","477a","CDI","O","C","ct_9",698,"tr_5"
16994,"IZ","62","62","488a","CDI","O","C","ct_9",1476,"tr_1"
17000,"OZ","64","64","526b","CDI","O","C","ct_4",1820,"tr_4"
17003,"FZ","33","33","382c","CDI","O","C","ct_9",1820,"tr_5"
17010,"GZ",NA,NA,"634c","CDI","O","C","ct_9",1989,"tr_1"
17014,"HZ","78","78","451a","CDI","O","C","ct_9",1822,"tr_3"
17021,"LZ","63","63","461d","CDI","O","C","ct_5",1820,"tr_6"
17022,"QB","67","67","563a","CDI","O","N","ct_7",3000,"tr_1"
17027,"GZ","66","66","676c","TOA","O","C","ct_9",671,"tr_4"
17038,"MB","69","69","691b","CDI","O","C","ct_9",1843,"tr_6"
17040,"GZ","74","74","653a","CDI","O","C","ct_9",601,"tr_3"
17041,"CK","27","27","673c","CDI","O","C","ct_9",1849,"tr_5"
17050,"LZ","17","17","542a","CDI","O","P","ct_9",1677,"tr_1"
17065,"FZ",NA,NA,"621c","CDI","O","C","ct_9",1450,"tr_3"
17070,"QA","94","75","526a","CDI","O","C","ct_9",2106,"tr_4"
17080,"MB","06","30","451e","CDI","O","C","ct_1",1820,"tr_6"
17084,"NZ","68","68","684a","CDI","O","C","ct_9",1820,"tr_5"
17087,"OZ","13","13","451c","CDI","O","C",NA,152,NA
17095,"TZ","72","72","563a","CDI","O","C",NA,332,NA
17099,"PZ","82","82","341a","CDI","O","C","ct_8",1820,"tr_3"
17108,"JC","38","69","388c","CDI","O","C","ct_9",1796,"tr_1"
17131,"QB","28","28","632k","CDI","O","C","ct_8",1770,"tr_3"
17135,"QB","73","73","563b","CDD","O","C",NA,478,NA
17150,"CM","56","35","676e","CDI","O","C","ct_9",1844,"tr_6"
17153,"QA","26","26","431f","CDI","O","C","ct_3",248,"tr_6"
17158,"CM","37","37","628a","CDI","O","C","ct_9",2151,"tr_6"
17172,"CA","82","82","554a","CDD","O","P","ct_9",389,"tr_1"
17180,"FZ","95","95","632a","CDI","O","C","ct_9",1118,"tr_1"
17193,"QB","35","35","676e","AUT","O","P","ct_8",733,"tr_5"
17218,"QB","62","62","525d","CDI","O","P","ct_8",1278,"tr_4"
17226,"QA","64","64","525d","CDI","O","C","ct_9",1820,"tr_6"
17227,"GZ","83","83","554a","CDI","O","P","ct_9",1063,"tr_1"
17228,"QA","56","22","344a","CDI","O","C","ct_8",3000,"tr_6"
17232,"MA","28","78","342g","CDI","O","C","ct_5",546,"tr_6"
17257,"QA","02","02","451h","CDI","O","P","ct_3",910,"tr_6"
17260,"QB","49","49","563a","CDI","O","N","ct_7",3000,"tr_1"
17268,"SZ","06","06","643a","CDI","O","C","ct_9",1781,"tr_3"
17274,"OZ","34","34","451e","CDI","O","C","ct_8",1137,"tr_3"
17282,"PZ","44","44","422b","AUT","O","C","ct_1",1820,"tr_3"
17292,"QA","15","15","526a","CDI","O","C","ct_8",1820,"tr_4"
17297,"CL","78","92","374c","CDI","O","C","ct_9",1906,"tr_6"
17299,"RZ","38","38","435b","CDD","O","C","ct_8",444,"tr_2"
17325,"CH","27","27","626b","CDI","O","C","ct_9",1447,"tr_3"
17327,"CK","55","55","676e","CDI","O","C","ct_9",1518,"tr_5"
17336,"GZ","56","69","374d","CDI","O","C","ct_9",1750,"tr_6"
17337,"OZ","78","78","422e","CDD","O","P","ct_1",1037,"tr_6"
17338,"CB","23","23","653a","CDI","O","C","ct_9",1820,"tr_3"
17351,"AZ","66","66","691d","CDI","O","C",NA,130,NA
17353,"TZ","69","69","563c","AUT","O","C",NA,415,NA
17354,"OZ","32","32","542a","CDI","O","C","ct_4",1820,"tr_3"
17362,"QA","63","63","526b","CDI","O","P","ct_9",1206,"tr_1"
17363,"FZ","25","75","632a","CDI","O","C","ct_9",1172,"tr_1"
17364,"QB","59","59","525d","CDI","O","C","ct_8",161,"tr_4"
17381,"NZ","07","07","671c","CDI","O","C",NA,190,"tr_1"
17399,"QA","62","62","431f","CDI","O","C","ct_9",1820,"tr_6"
17402,"CJ","71","71","652a","CDI","O","C","ct_9",1866,"tr_6"
17410,"DZ","83","83","485a","CDI","O","C","ct_9",1841,"tr_4"
17423,"CA","56","56","674c","CDI","O","P","ct_9",291,"tr_6"
17430,"QA","07","07","642a","CDI","O","P","ct_9",784,"tr_3"
17439,"QA","92","75","526b","CDI","O","P","ct_9",944,"tr_1"
17445,"SZ","72","72","684a","CDI","O","C",NA,174,NA
17458,"QA","34","34","542a","CDI","O","C","ct_9",1862,"tr_1"
17465,"QA","74","74","344a","AUT","O","C","ct_3",1698,"tr_6"
17480,"FZ","83","13","481b","CDI","O","C","ct_9",1661,"tr_4"
17482,"KZ","80","80","461d","CDI","O","C","ct_9",1820,"tr_6"
17502,"CL","78","78","387c","CDI","O","C","ct_9",1422,"tr_6"
17508,"GZ","59","59","544a","CDI","O","C","ct_9",1078,"tr_3"
17510,"NZ","49","49","684a","CDI","O","P","ct_9",1955,"tr_3"
17515,"HZ","56","35","641b","CDI","O","P","ct_9",548,"tr_4"
17516,"GZ",NA,NA,"691b","CDI","O","P","ct_9",884,"tr_1"
17517,"QA","88","88","526c","CDI","O","C","ct_9",1168,"tr_6"
17520,"NZ","35","35","684a","CDI","O","P","ct_9",724,"tr_6"
17532,"NZ","41","41","374d","CDI","O","C","ct_9",1820,"tr_1"
17535,"QA","94","92","526a","CDI","O","C","ct_9",3000,"tr_3"
17536,"FZ","45","45","481b","CDI","O","C","ct_9",1820,"tr_5"
17539,"MC","19","22","551a","CDI","O","C",NA,515,NA
17558,"NZ","61","61","676e","CDI","O","C",NA,133,"tr_1"
17586,"QA","41","41","526a","CDI","O","P","ct_9",1295,"tr_6"
17591,"QB","49","49","676e","AUT","X","P","ct_8",1205,"tr_4"
17593,"QB","06","06","563b","CDI","O","N","ct_9",1345,"tr_3"
17594,"CA","64","64","674b","CDI","O","C","ct_9",1795,"tr_4"
17620,"KZ","01","69","467a","CDI","O","C","ct_9",1719,"tr_6"
17647,"JA","77","75","637c","CDI","O","C","ct_9",1820,"tr_6"
17655,"CB","38","38","627a","CDI","O","C","ct_9",429,"tr_3"
17656,"CA","93","93","636c","CDI","O","C","ct_9",884,"tr_2"
17658,"CH","38","38","674d","CDI","O","C","ct_9",1147,"tr_6"
17659,"HZ","25","25","641b","CDI","O","P","ct_9",592,"tr_4"
17664,"IZ","36","36","684a","TOA","O","C","ct_9",641,"tr_1"
17674,"GZ","85","85","542a","CDI","O","P","ct_9",889,"tr_1"
17689,"HZ","94","94","676c","CDI","O","C","ct_9",1814,"tr_5"
17696,"QB","60","60","563b","CDI","O","C","ct_8",759,"tr_5"
17702,"QB","91","75","525a","CDI","O","C","ct_8",1796,"tr_1"
17706,"CA","59","59","652a","CDI","O","P","ct_9",1253,"tr_6"
17710,"QB","44","44","526a","CDI","O","P","ct_8",1393,"tr_2"
17723,"CA","11","11","674c","CDI","O","C",NA,203,NA
17744,"QA","80","80","632k","AUT","O","C","ct_3",1139,"tr_6"
17756,"QA","69","69","526b","CDI","O","C","ct_6",1595,"tr_1"
17762,"NZ","75","93","676a","CDI","O","C","ct_9",1827,"tr_6"
17772,"CC","74","74","652a","CDI","O","C","ct_9",2054,"tr_3"
17773,"GZ","87","87","462b","CDI","O","C","ct_9",1604,"tr_3"
17780,"OZ","91","91","545d","CDI","O","C","ct_8",2044,"tr_6"
17782,"OZ","66","66","621f","AUT","X","P","ct_2",1642,"tr_5"
17785,"CH","73","73","484a","CDI","O","C","ct_9",934,"tr_5"
17789,"CB","30","30","387b","CDI","O","C","ct_9",910,"tr_6"
17791,"OZ","85","85","621f","CDD","O","C","ct_2",1595,"tr_5"
17797,"GZ","25","25","551a","CDI","O","C","ct_9",1828,"tr_5"
17800,"QA","56","56","451h","CDI","O","C","ct_3",452,"tr_6"
17811,"NZ","77","77","641a","CDI","O","C","ct_9",1978,"tr_4"
17820,"GZ","68","92","463b","CDI","O","C","ct_9",2028,"tr_6"
17825,"FZ","04","04","632a","CDI","O","P","ct_9",832,"tr_1"
17832,"KZ","67","67","542a","CDI","O","C","ct_9",1778,"tr_2"
17838,"SZ","75","75","685a","CDI","O","P","ct_9",930,"tr_1"
17840,"QA",NA,NA,"523d","AUT","O","C","ct_3",1820,"tr_6"
17843,"HZ","51","02","641a","CDI","O","C","ct_9",1820,"tr_1"
17856,"LZ","84","84","684a","CDI","O","C","ct_9",1353,"tr_1"
17867,"QB","62","62","525d","CDI","O","P","ct_8",2096,"tr_2"
17889,"CA","47","47","625f","CDI","O","C","ct_9",1959,"tr_5"
17892,"GZ","29","29","676d","CDI","O","C","ct_8",1447,"tr_2"
17895,"TZ","80","80","563c","CDD","O","P",NA,691,NA
17896,"QB","26","26","675a","AUT","X","P","ct_8",1322,"tr_4"
17911,"TZ","31","31","563c","AUT","O","P",NA,1287,NA
17913,"PZ","66","66","423b","CDI","O","P","ct_9",365,"tr_0"
17949,"QB","68","68","526a","CDI","O","C","ct_8",1557,"tr_3"
17961,"QB","70","70","563b","CDI","O","P","ct_8",810,"tr_5"
17962,"QB","89","89","451h","CDI","O","P","ct_3",1204,"tr_5"
17966,"JC","67","67","478a","CDI","O","C","ct_9",455,"tr_1"
17973,"IZ","31","31","468a","CDI","O","C","ct_9",407,"tr_3"
17984,"LZ","38","38","542a","CDI","O","C","ct_9",1351,"tr_2"
18003,"HZ","67","67","634c","CDI","O","C","ct_9",2200,"tr_5"
18013,"FZ","16","87","621d","CDI","O","C","ct_9",1820,"tr_3"
18016,"QB","47","47","344b","CDI","O","P","ct_8",357,"tr_3"
18036,"QA","78","78","632k","AUT","O","C","ct_3",1517,"tr_6"
18037,"QB","71","71","526d","CDI","O","P","ct_8",1091,"tr_3"
18048,"GZ","35","35","543h","CDI","O","C","ct_9",1374,"tr_2"
18069,"TZ","02","02","563c","CDI","O","C",NA,993,NA
18086,"MA","59","59","372b","CDI","O","P","ct_9",280,"tr_1"
18089,"HZ",NA,NA,"451a","CDI","O","C","ct_9",1832,"tr_5"
18091,"QA","13","13","526e","CDI","O","C","ct_9",2200,"tr_2"
18106,"PZ","33","33","341a","CDI","O","P","ct_8",1668,"tr_5"
